InternalID,Name,ExternalID,Direction,Lat,Long,Time_Point,NewZone,No_Rts_Ser,Routes_161,Mode,Public_She,Public_Sto
E14170,CHISLETT ST AT BRYANT ST,9347.0,Outbound,40.47907,-79.92879,No,1,2.0,"75, 87",Bus,No Shelter,Bus Stop
E14190,CHISLETT ST AT GREENWOOD ST,9351.0,Outbound,40.485224,-79.925903,No,1,2.0,"75, 87",Bus,No Shelter,Bus Stop
E14210,CHISLETT ST AT HAMPTON ST,9346.0,Outbound,40.476953,-79.929458,No,1,2.0,"75, 87",Bus,No Shelter,Bus Stop
E14250,CHISLETT ST AT VILLANOVA RD,9349.0,Outbound,40.482147,-79.927746,No,1,2.0,"75, 87",Bus,No Shelter,Bus Stop
E70813,CHISLETT ST AT WELLESLEY AVE,15671.0,Outbound,40.475653,-79.929877,No,1,2.0,"75, 87",Bus,No Shelter,Bus Stop
E14290,CHISLETT ST OPP MARTHA ST,9350.0,Outbound,40.484288,-79.92707,No,1,2.0,"75, 87",Bus,No Shelter,Bus Stop
E14300,CHISLETT ST OPP VETTER ST,9348.0,Outbound,40.480789,-79.928221,No,1,2.0,"75, 87",Bus,No Shelter,Bus Stop
N15110,CHURCH AVE AT DICKSON AVE,1578.0,Inbound,40.507491,-80.081413,No,1,1.0,19L,Bus,No Shelter,Bus Stop
N15140,CHURCH AVE AT FOREST AVE,1637.0,Outbound,40.50817,-80.082616,No,1,1.0,19L,Bus,No Shelter,Bus Stop
N15180,CHURCH AVE AT RIDGE AVE,1579.0,Inbound,40.507279,-80.079505,No,1,1.0,19L,Bus,No Shelter,Bus Stop
N15190,CHURCH AVE AT RIDGE AVE,1635.0,Outbound,40.507386,-80.079078,No,1,1.0,19L,Bus,No Shelter,Bus Stop
N15210,CHURCH AVE AT VICTORIA AVE,1633.0,Outbound,40.506396,-80.074588,No,1,1.0,19L,Bus,No Shelter,Bus Stop
N15220,CHURCH AVE AT WALNUT RD,1580.0,Inbound,40.506887,-80.077057,No,1,1.0,19L,Bus,No Shelter,Bus Stop
N15230,CHURCH AVE AT WALNUT RD,1634.0,Outbound,40.506972,-80.076505,No,1,1.0,19L,Bus,No Shelter,Bus Stop
N15250,CHURCH AVE OPP VICTORIA AVE,1581.0,Inbound,40.506485,-80.074916,No,1,1.0,19L,Bus,No Shelter,Bus Stop
E14330,CHURCH ST AT MONONGAHELA AVE,7382.0,Outbound,40.422052,-79.890309,No,1A,2.0,"71, P71",Bus,No Shelter,Bus Stop
E14350,CHURCHILL RD AT HOLLAND RD,20918.0,Outbound,40.44435,-79.844511,No,2,1.0,67,Bus,No Shelter,Bus Stop
S70497,CHURCHVIEW AVE AT ANDRADE ST FS,21588.0,Inbound,40.385808,-79.970019,No,1,1.0,44,Bus,No Shelter,Bus Stop
S70539,CHURCHVIEW AVE AT CASTLEVIEW DR,21579.0,Outbound,40.384936,-79.959273,No,1,1.0,44,Bus,No Shelter,Bus Stop
S70491,CHURCHVIEW AVE AT CATHELL RD,21531.0,Inbound,40.384665,-79.949383,No,1,1.0,44,Bus,No Shelter,Bus Stop
S70542,CHURCHVIEW AVE AT CATHELL RD NS,21582.0,Outbound,40.384449,-79.949684,No,1,1.0,44,Bus,No Shelter,Bus Stop
S70544,CHURCHVIEW AVE AT DONAHUE DR NS,21584.0,Outbound,40.385503,-79.940691,No,1,1.0,44,Bus,No Shelter,Bus Stop
S70496,CHURCHVIEW AVE AT GLASS RUN RD FS,21536.0,Inbound,40.385853,-79.967564,No,1,1.0,44,Bus,No Shelter,Bus Stop
S70492,CHURCHVIEW AVE AT GREENGLEN DR,21532.0,Inbound,40.383998,-79.952802,No,1,1.0,44,Bus,No Shelter,Bus Stop
S70540,CHURCHVIEW AVE AT JOHN ROMANUS DR FS,21580.0,Outbound,40.383349,-79.955487,No,1,1.0,44,Bus,No Shelter,Bus Stop
S70541,CHURCHVIEW AVE AT MARY ANN DR FS,21581.0,Outbound,40.38387,-79.95302,No,1,1.0,44,Bus,No Shelter,Bus Stop
S70537,CHURCHVIEW AVE AT MELLOTT RD NS,21577.0,Outbound,40.385719,-79.967568,No,1,1.0,44,Bus,No Shelter,Bus Stop
S70543,CHURCHVIEW AVE AT REVO RD,21583.0,Outbound,40.385987,-79.942974,No,1,1.0,44,Bus,No Shelter,Bus Stop
S70534,CHURCHVIEW AVE AT SANKEY AVE,21573.0,Outbound,40.38531,-79.976607,No,1,1.0,44,Bus,No Shelter,Bus Stop
S70538,CHURCHVIEW AVE AT VILLAGE DR,21578.0,Outbound,40.385923,-79.962269,No,1,1.0,44,Bus,No Shelter,Bus Stop
S70535,CHURCHVIEW AVE AT WAIDLER AVE FS,21574.0,Outbound,40.384747,-79.973897,No,1,1.0,44,Bus,No Shelter,Bus Stop
S70495,CHURCHVIEW AVE AT WALTON RD FS,21587.0,Inbound,40.385955,-79.961998,No,1,1.0,44,Bus,No Shelter,Bus Stop
S70440,CHURCHVIEW AVE AT WILLETT RD,21575.0,Outbound,40.385531,-79.971517,Yes,1,1.0,44,Bus,No Shelter,Bus Stop
S70536,CHURCHVIEW AVE OPP ANDRADE ST,21576.0,Outbound,40.385676,-79.969959,No,1,1.0,44,Bus,No Shelter,Bus Stop
S70494,CHURCHVIEW AVE OPP CASTLEVIEW DR,21534.0,Inbound,40.384935,-79.958998,No,1,1.0,44,Bus,No Shelter,Bus Stop
S70493,CHURCHVIEW AVE OPP JOHN ROMANUS DR,21533.0,Inbound,40.383462,-79.95564,No,1,1.0,44,Bus,No Shelter,Bus Stop
S70490,CHURCHVIEW AVE OPP REVO RD,21530.0,Inbound,40.386079,-79.942727,No,1,1.0,44,Bus,No Shelter,Bus Stop
S70439,CHURCHVIEW AVE OPP SANKEY AVE,11548.0,Inbound,40.385383,-79.976352,No,1,1.0,44,Bus,No Shelter,Bus Stop
S70498,CHURCHVIEW AVE OPP WAIDLER AVE,21539.0,Inbound,40.384828,-79.973976,No,1,1.0,44,Bus,No Shelter,Bus Stop
S70443,CHURCHVIEW AVE OPP WILLETT RD,11425.0,Inbound,40.385708,-79.971368,Yes,1,1.0,44,Bus,No Shelter,Bus Stop
S70441,CHURCHVIEW GARDEN APARTMENTS,21528.0,Both,40.386055,-79.937982,Yes,1,1.0,44,Bus,No Shelter,Bus Stop
S70489,CHURCHVIEW GARDEN APTS DRVWY AT CHURCHVIEW AVE,21529.0,Inbound,40.385629,-79.940508,No,1,1.0,44,Bus,No Shelter,Bus Stop
E14370,CLARISSA ST AT CAMP ST,8980.0,Outbound,40.452641,-79.958596,No,1,1.0,83,Bus,No Shelter,Bus Stop
E14400,CLARISSA ST AT LYON ST,8979.0,Outbound,40.45313,-79.959981,No,1,1.0,83,Bus,No Shelter,Bus Stop
W04580,CLEVER RD AT CORTLAND DR,3670.0,Inbound,40.468955,-80.103192,No,1,1.0,24,Bus,No Shelter,Bus Stop
W70015,CLEVER RD AT FIELD CLUB DR,3698.0,Outbound,40.468941,-80.126136,No,2,1.0,24,Bus,No Shelter,Bus Stop
W04620,CLEVER RD AT PATRICIA PARK DR,3671.0,Inbound,40.469353,-80.101549,No,1,1.0,24,Bus,No Shelter,Bus Stop
W70157,CLEVER RD AT REGINA DR FS,22398.0,Outbound,40.46604,-80.13596,No,2,1.0,24,Bus,No Shelter,Bus Stop
W70016,CLEVER RD OPP FIELD CLUB DR,16650.0,Inbound,40.468705,-80.12628,No,2,1.0,24,Bus,No Shelter,Bus Stop
W04650,CLEVER RD OPP MONTOUR HIGH SCHOOL,20439.0,Outbound,40.468669,-80.124384,Yes,2,1.0,24,Bus,No Shelter,Bus Stop
W04670,CLEVER RD OPP PITCHFORK LN,16652.0,Inbound,40.464958,-80.10929,Yes,1,1.0,24,Bus,No Shelter,Bus Stop
W04678,CLIFF MINE RD AT ENLOW RD,5088.0,Inbound,40.451877,-80.199181,No,2,1.0,29,Bus,No Shelter,Bus Stop
W70102,CLIFF MINE RD AT OAK MOSS DR,19219.0,Inbound,40.451739,-80.205323,No,2,1.0,29,Bus,No Shelter,Bus Stop
W04720,CLIFF MINE RD AT OMSLAER STEEL SUPPLIES,4983.0,Outbound,40.452281,-80.201875,No,2,1.0,29,Bus,No Shelter,Bus Stop
W04840,CLIFF MINE RD AT OMSLAER STEEL SUPPLIES,5087.0,Inbound,40.452112,-80.201879,No,2,1.0,29,Bus,No Shelter,Bus Stop
W04795,CLIFF MINE RD OPP ENLOW RD,5048.0,Outbound,40.452177,-80.199045,No,2,1.0,29,Bus,No Shelter,Bus Stop
W04820,CLIFF MINE RD OPP OAK MOSS DR,4984.0,Outbound,40.45185,-80.205086,No,2,1.0,29,Bus,No Shelter,Bus Stop
S12440,CLIMAX ST AT BELTZHOOVER AVE,6989.0,Inbound,40.419905,-79.997423,No,1,1.0,44,Bus,No Shelter,Bus Stop
S12460,CLIMAX ST AT CURTIN AVE,6988.0,Inbound,40.419892,-79.998964,No,1,1.0,44,Bus,No Shelter,Bus Stop
S12470,CLIMAX ST AT CURTIN AVE,7001.0,Outbound,40.420003,-79.998742,No,1,1.0,44,Bus,No Shelter,Bus Stop
S12500,CLIMAX ST AT ESTELLA AVE,6987.0,Inbound,40.419844,-80.000558,No,1,1.0,44,Bus,No Shelter,Bus Stop
S12510,CLIMAX ST AT ESTELLA AVE,7002.0,Outbound,40.419975,-80.000385,No,1,1.0,44,Bus,No Shelter,Bus Stop
S12520,CLIMAX ST AT HABERMAN AVE,6985.0,Inbound,40.419782,-80.002505,No,1,1.0,44,Bus,No Shelter,Bus Stop
S12550,CLIMAX ST OPP GEARING AVE,7006.0,Outbound,40.419206,-80.005246,No,1,1.0,44,Bus,No Shelter,Bus Stop
S70509,CLOVERFIELD DR AT AGNEW RD,17212.0,Inbound,40.398666,-79.964507,No,1,1.0,44,Bus,No Shelter,Bus Stop
S70525,CLOVERFIELD DR AT EDWARD DR,21564.0,Outbound,40.394806,-79.966435,No,1,1.0,44,Bus,No Shelter,Bus Stop
S70506,CLOVERFIELD DR AT EDWARD DR FS,21549.0,Inbound,40.394841,-79.966242,No,1,1.0,44,Bus,No Shelter,Bus Stop
S70507,CLOVERFIELD DR AT SANDRA DR,21550.0,Inbound,40.39729,-79.966053,No,1,1.0,44,Bus,No Shelter,Bus Stop
S70524,CLOVERFIELD DR AT SANDRA DR,21563.0,Outbound,40.39749,-79.966056,No,1,1.0,44,Bus,No Shelter,Bus Stop
S70302,CLYDE AVE AT PORT PERRY RD,20630.0,Outbound,40.385922,-79.832824,Yes,2,1.0,55,Bus,No Shelter,Bus Stop
E70325,COAL HOLLOW RD AT CLIFF DR,19169.0,Outbound,40.46348,-79.844195,No,2,2.0,"78, P78",Bus,No Shelter,Bus Stop
E70800,COAL HOLLOW RD AT FRANKSTOWN RD FS,20732.0,Outbound,40.460828,-79.84241,No,2,2.0,"78, P78",Bus,No Shelter,Bus Stop
E70327,COAL HOLLOW RD AT LIME HOLLOW RD,19171.0,Outbound,40.473126,-79.848075,No,2,2.0,"78, P78",Bus,No Shelter,Bus Stop
E70321,COAL HOLLOW RD AT OLD COAL HOLLOW RD #1,19161.0,Inbound,40.46656,-79.84706,No,2,2.0,"78, P78",Bus,No Shelter,Bus Stop
E70323,COAL HOLLOW RD AT OLD COAL HOLLOW RD #2,19433.0,Inbound,40.462307,-79.842775,No,2,2.0,"78, P78",Bus,No Shelter,Bus Stop
E70322,COAL HOLLOW RD OPP CLIFF DR,19162.0,Inbound,40.463391,-79.844507,No,2,2.0,"78, P78",Bus,No Shelter,Bus Stop
E70320,COAL HOLLOW RD OPP LIME HOLLOW RD,19160.0,Inbound,40.47322,-79.848371,No,2,2.0,"78, P78",Bus,No Shelter,Bus Stop
E70326,COAL HOLLOW RD OPP OLD COAL HOLLOW RD #1,19170.0,Outbound,40.466319,-79.846858,No,2,2.0,"78, P78",Bus,No Shelter,Bus Stop
E70324,COAL HOLLOW RD OPP OLD COAL HOLLOW RD #2,19434.0,Outbound,40.462138,-79.842459,No,2,2.0,"78, P78",Bus,No Shelter,Bus Stop
E14420,COAL ST AT FRANKLIN AVE,7079.0,Inbound,40.439408,-79.880721,No,1,1.0,61A,Bus,No Shelter,Bus Stop
E70409,COAL ST AT JANE ST LOOP,19873.0,Inbound,40.43689,-79.882149,No,1,1.0,61A,Bus,No Shelter,Bus Stop
E14440,COAL ST AT REBECCA AVE,7078.0,Inbound,40.438484,-79.881123,No,1,1.0,61A,Bus,No Shelter,Bus Stop
E14450,COAL ST AT SOUTH AVE,7273.0,Inbound,40.44014,-79.880271,No,1,1.0,61A,Bus,No Shelter,Bus Stop
E14480,COAL ST AT WALNUT ST FS,19407.0,Inbound,40.436377,-79.882426,Yes,1A,1.0,61A,Bus,No Shelter,Bus Stop
E14430,COAL ST OPP HUTCHINSON AVE,7075.0,Inbound,40.435233,-79.883163,No,1A,1.0,61A,Bus,No Shelter,Bus Stop
E14510,COAL ST OPP WOODWORTH ST,7077.0,Inbound,40.437552,-79.881708,No,1,1.0,61A,Bus,No Shelter,Bus Stop
S70315,COAL VALLEY RD AT JEFFERSON PHYSICAL THERAPY DRV,20576.0,Both,40.322752,-79.930825,No,2,1.0,55,Bus,No Shelter,Bus Stop
S12760,COCHRAN MILLS RD AT #985,9800.0,Both,40.323729,-79.984773,No,2,1.0,Y45,Bus,No Shelter,Bus Stop
X04450,COCHRAN RD AT ALTOONA PL,4552.0,Inbound,40.382791,-80.052268,No,1,1.0,36,Bus,No Shelter,Bus Stop
X04460,COCHRAN RD AT ALTOONA PL,4672.0,Outbound,40.382972,-80.052634,No,1,1.0,36,Bus,No Shelter,Bus Stop
X70066,COCHRAN RD AT ARDEN RD,20198.0,Inbound,40.387827,-80.055259,No,1,1.0,38,Bus,No Shelter,Bus Stop
X04480,COCHRAN RD AT BEVERLY RD,4555.0,Inbound,40.387038,-80.054546,Yes,1,1.0,36,Bus,No Shelter,Bus Stop
X04485,COCHRAN RD AT BEVERLY RD,19605.0,Outbound,40.387224,-80.054916,No,1,1.0,38,Bus,No Shelter,Bus Stop
X04500,COCHRAN RD AT BOWER HILL RD NS,4670.0,Outbound,40.385036,-80.053628,Yes,1,2.0,"36, 38",Bus,No Shelter,Bus Stop
X04520,COCHRAN RD AT CEDAR BLVD,4673.0,Outbound,40.380472,-80.052747,Yes,1,1.0,36,Bus,No Shelter,Bus Stop
X04560,COCHRAN RD AT MCCULLY ST,4554.0,Inbound,40.385635,-80.053758,Yes,1,2.0,"36, 38",Bus,No Shelter,Bus Stop
X04590,COCHRAN RD AT NAVATO PL,4553.0,Inbound,40.384028,-80.052759,No,1,1.0,36,Bus,No Shelter,Bus Stop
X70064,COCHRAN RD AT OSAGE RD,15744.0,Outbound,40.388573,-80.057498,No,1,1.0,38,Bus,No Shelter,Bus Stop
X70063,COCHRAN RD AT PARKER DR,19583.0,Inbound,40.388446,-80.05698,No,1,1.0,38,Bus,No Shelter,Bus Stop
X04600,COCHRAN RD AT ROBINWOOD DR,15746.0,Inbound,40.390916,-80.059125,No,1,1.0,38,Bus,No Shelter,Bus Stop
X04610,COCHRAN RD AT ROESSLER RD,15747.0,Inbound,40.393007,-80.063173,No,1,1.0,38,Bus,No Shelter,Bus Stop
X04690,COCHRAN RD OPP NAVATO PL FS,4671.0,Outbound,40.383988,-80.052946,No,1,1.0,36,Bus,No Shelter,Bus Stop
X04605,COCHRAN RD OPP ROBINWOOD DR,19603.0,Outbound,40.390938,-80.059405,No,1,1.0,38,Bus,No Shelter,Bus Stop
X04615,COCHRAN RD OPP ROESSLER RD,19602.0,Outbound,40.392922,-80.063326,No,1,1.0,38,Bus,No Shelter,Bus Stop
S70453,COCHRANS MILL RD AT BROWNSVILLE RD FS,21251.0,Both,40.325192,-79.985846,Yes,2,1.0,Y45,Bus,No Shelter,Bus Stop
N15280,COLBY ST AT AMES ST,1771.0,Inbound,40.484093,-80.004124,No,1,2.0,"6, 15",Bus,No Shelter,Bus Stop
N15285,COLBY ST AT CHAPIN ST,2858.0,Inbound,40.489141,-80.006479,No,1,1.0,7,Bus,No Shelter,Bus Stop
N15300,COLBY ST AT FABER ST,1768.0,Both,40.486245,-80.004971,Yes,1,3.0,"6, 7, 15",Bus,No Shelter,Bus Stop
N15310,COLBY ST AT MT PLEASANT RD,1772.0,Inbound,40.483238,-80.003981,No,1,2.0,"6, 15",Bus,No Shelter,Bus Stop
N15315,COLBY ST AT MT PLEASANT RD FS,1797.0,Outbound,40.483134,-80.003699,No,1,2.0,"6, 15",Bus,No Shelter,Bus Stop
N15330,COLBY ST OPP AMES ST,1798.0,Outbound,40.4841,-80.003785,No,1,2.0,"6, 15",Bus,No Shelter,Bus Stop
N15340,COLBY ST OPP REGULUS ST,20826.0,Outbound,40.484656,-80.004218,No,1,2.0,"6, 15",Bus,No Shelter,Bus Stop
E15080,COLUMBO ST AT #5134,9244.0,Outbound,40.469976,-79.940381,No,1,1.0,89,Bus,No Shelter,Bus Stop
E15070,COLUMBO ST AT #5149,9218.0,Inbound,40.469938,-79.940215,No,1,1.0,89,Bus,No Shelter,Bus Stop
E15030,COLUMBO ST AT ATLANTIC AVE,19465.0,Outbound,40.468928,-79.938122,No,1,1.0,89,Bus,No Shelter,Bus Stop
E15050,COLUMBO ST AT PACIFIC AVE,9246.0,Outbound,40.469053,-79.939173,No,1,1.0,89,Bus,No Shelter,Bus Stop
E15060,COLUMBO ST AT PACIFIC AVE,9217.0,Inbound,40.469104,-79.938966,No,1,1.0,89,Bus,No Shelter,Bus Stop
E70111,COLUMBO ST AT SCHENLEY AVE,9219.0,Inbound,40.471565,-79.94012,No,1,1.0,89,Bus,No Shelter,Bus Stop
N15410,COLUMBUS AVE AT CHATEAU ST FS,1705.0,Inbound,40.457272,-80.029181,No,1,2.0,"17, 18",Bus,No Shelter,Bus Stop
N15420,COLUMBUS AVE AT MANHATTAN ST,1706.0,Inbound,40.457585,-80.027588,Yes,1,2.0,"17, 18",Bus,No Shelter,Bus Stop
E15110,COMMERCIAL ST AT BLACKHAWK ST,18996.0,Both,40.420398,-79.898393,No,1A,2.0,"71, P71",Bus,No Shelter,Bus Stop
E15120,COMMERCIAL ST AT HOMESTEAD ST,18997.0,Both,40.420848,-79.899368,Yes,1A,2.0,"71, P71",Bus,No Shelter,Bus Stop
E70308,COMMERCIAL ST AT WHIPPLE ST,19001.0,Both,40.421289,-79.900353,No,1A,2.0,"71, P71",Bus,No Shelter,Bus Stop
S13075,COMMONWEALTH AVE AT RITE AID,12571.0,Inbound,40.382904,-79.876425,No,2,1.0,59,Bus,No Shelter,Bus Stop
S13270,COMMONWEALTH AVE OPP RITE AID,15433.0,Outbound,40.382997,-79.876166,No,2,1.0,59,Bus,No Shelter,Bus Stop
S13380,CONLIN ST AT CAROLINA AVE,11763.0,Outbound,40.362194,-79.869476,No,2,1.0,52L,Bus,No Shelter,Bus Stop
S70134,CONLIN ST AT CAROLINA AVE FS,11696.0,Inbound,40.362394,-79.869676,No,2,1.0,52L,Bus,No Shelter,Bus Stop
S13400,CONLIN ST AT PENNSYLVANIA AVE,11764.0,Outbound,40.361738,-79.868176,No,2,1.0,52L,Bus,No Shelter,Bus Stop
E15200,CONNECTING RD AT HAYMAKER RD,14601.0,Inbound,40.449488,-79.761802,No,2,1.0,77,Bus,No Shelter,Bus Stop
E15210,CONNECTING RD AT HAYMAKER RD,14715.0,Outbound,40.449132,-79.761988,No,2,1.0,77,Bus,No Shelter,Bus Stop
N15515,CONNIE DR AT #110,913.0,Outbound,40.500063,-80.028022,No,1,1.0,17,Bus,No Shelter,Bus Stop
N15440,CONNIE DR AT JACKS RUN RD,803.0,Inbound,40.499242,-80.029155,Yes,1,1.0,17,Bus,No Shelter,Bus Stop
N15500,CONNIE DR AT MERWOOD DR,916.0,Outbound,40.499378,-80.024875,No,1,1.0,17,Bus,No Shelter,Bus Stop
N15450,CONNIE DR AT MULKERIN DR,917.0,Outbound,40.498413,-80.023434,No,1,1.0,17,Bus,No Shelter,Bus Stop
N15521,CONNIE DR AT PERRY HWY,920.0,Outbound,40.496299,-80.020114,No,1,1.0,17,Bus,No Shelter,Bus Stop
N15528,CONNIE DR OPP #110,802.0,Inbound,40.5002,-80.028156,No,1,1.0,17,Bus,No Shelter,Bus Stop
N15522,CONNIE DR OPP MERWOOD DR,799.0,Inbound,40.499439,-80.024611,No,1,1.0,17,Bus,No Shelter,Bus Stop
N15523,CONNIE DR OPP MULKERIN DR,798.0,Inbound,40.49841,-80.023134,No,1,1.0,17,Bus,No Shelter,Bus Stop
N15480,CONNIE DR OPP OLD CONNIE DR,19349.0,Inbound,40.496427,-80.022778,No,1,1.0,17,Bus,No Shelter,Bus Stop
N15510,CONNIE DR OPP OLD CONNIE DR,919.0,Outbound,40.496319,-80.022968,No,1,1.0,17,Bus,No Shelter,Bus Stop
S13440,CONNISTON AVE AT BANDI AVE,2525.0,Both,40.409229,-79.999329,No,1,1.0,54,Bus,No Shelter,Bus Stop
S13450,CONNISTON AVE AT BON AIR AVE,2526.0,Both,40.410337,-79.999375,No,1,1.0,54,Bus,No Shelter,Bus Stop
S13480,CONNISTON AVE AT CALLE ST,2524.0,Both,40.407633,-79.99924,No,1,1.0,54,Bus,No Shelter,Bus Stop
S13500,CONNISTON AVE AT GOSSER ST,2523.0,Both,40.405541,-79.99917,No,1,1.0,54,Bus,No Shelter,Bus Stop
W14400,CORAOPOLIS RD AT #28,3430.0,Both,40.48405,-80.106926,No,1,1.0,20,Bus,No Shelter,Bus Stop
W70151,CORAOPOLIS RD AT #285,21524.0,Both,40.502059,-80.12233,No,1,1.0,20,Bus,No Shelter,Bus Stop
W70150,CORAOPOLIS RD AT #298,21520.0,Both,40.502348,-80.122547,No,1,1.0,20,Bus,No Shelter,Bus Stop
W70152,CORAOPOLIS RD AT #333,2287.0,Both,40.503157,-80.129259,No,1A,1.0,20,Bus,No Shelter,Bus Stop
W70153,CORAOPOLIS RD AT #338,21632.0,Both,40.503422,-80.128955,No,1A,1.0,20,Bus,No Shelter,Bus Stop
W14240,CORAOPOLIS RD AT DOROTHY ST,3429.0,Both,40.482965,-80.107206,No,1,1.0,20,Bus,No Shelter,Bus Stop
W70149,CORAOPOLIS RD AT HERBST RD,2292.0,Both,40.500917,-80.114763,Yes,1,1.0,20,Bus,No Shelter,Bus Stop
W14280,CORAOPOLIS RD AT HWY RT 51,3436.0,Both,40.491906,-80.111664,No,1,1.0,20,Bus,No Shelter,Bus Stop
W14320,CORAOPOLIS RD AT LONG VALLEY DR,3434.0,Both,40.489893,-80.108863,No,1,1.0,20,Bus,No Shelter,Bus Stop
W14370,CORAOPOLIS RD AT PORTER HOLLOW RD,3431.0,Both,40.486208,-80.106402,No,1,1.0,20,Bus,No Shelter,Bus Stop
W14500,CORAOPOLIS RD OPP EHLE AVE,3432.0,Both,40.487934,-80.106948,No,1,1.0,20,Bus,No Shelter,Bus Stop
W70145,CORAOPOLIS RD OPP HERBST RD,2401.0,Both,40.501276,-80.115137,Yes,1,1.0,20,Bus,No Shelter,Bus Stop
N71236,CORBET ST AT 10TH AVE NS (FREEPORT),20653.0,Outbound,40.60589,-79.754289,No,2,1.0,P10,Bus,No Shelter,Bus Stop
N71243,CORBET ST AT 2ND AVE,20647.0,Inbound,40.601266,-79.751336,No,2,1.0,P10,Bus,No Shelter,Bus Stop
N71242,CORBET ST AT 4TH AVE,20646.0,Inbound,40.602346,-79.752116,No,2,1.0,P10,Bus,No Shelter,Bus Stop
N15640,CORBET ST AT 6TH AVE,15072.0,Inbound,40.603089,-79.752614,No,2,1.0,P10,Bus,No Shelter,Bus Stop
N15650,CORBET ST AT 8TH AVE,15071.0,Inbound,40.6044,-79.753272,No,2,1.0,P10,Bus,No Shelter,Bus Stop
N71247,CORBET ST AT 8TH AVE,20651.0,Outbound,40.604266,-79.753016,No,2,1.0,P10,Bus,No Shelter,Bus Stop
N71235,CORBET ST AT 9TH AVE,20652.0,Outbound,40.604784,-79.753375,No,2,1.0,P10,Bus,No Shelter,Bus Stop
N15630,CORBET ST AT E 6TH AVE,15079.0,Outbound,40.602942,-79.752251,No,2,1.0,P10,Bus,No Shelter,Bus Stop
N15660,CORBETT CT AT BROWNS LN,201.0,Both,40.545905,-80.020259,No,2,2.0,"2, 12",Bus,No Shelter,Bus Stop
N15670,CORBETT CT AT CLUB JULIAN SPA,293.0,Both,40.547656,-80.019875,No,2,2.0,"2, 12",Bus,No Shelter,Bus Stop
N15685,CORBETT CT AT TOWNE TOWERS NORTH,200.0,Both,40.546629,-80.020363,No,2,2.0,"2, 12",Bus,No Shelter,Bus Stop
N15680,CORBETT CT OPP TOWNE TOWERS NORTH,292.0,Both,40.546684,-80.020078,No,2,2.0,"2, 12",Bus,No Shelter,Bus Stop
E15440,COREY AVE AT 4TH ST,7545.0,Inbound,40.40809,-79.867131,No,1A,1.0,59,Bus,No Shelter,Bus Stop
E15460,COREY AVE AT 5TH ST,7544.0,Inbound,40.407464,-79.866577,No,1A,1.0,59,Bus,No Shelter,Bus Stop
E15470,COREY AVE AT 5TH ST,7554.0,Outbound,40.407596,-79.866936,No,1A,1.0,59,Bus,No Shelter,Bus Stop
E15480,COREY AVE AT BRADDOCK AVE,7557.0,Outbound,40.403992,-79.869223,No,1A,1.0,59,Bus,No Shelter,Bus Stop
E15490,COREY AVE AT CENTER ST,7543.0,Inbound,40.405935,-79.866317,No,1A,1.0,59,Bus,No Shelter,Bus Stop
E15500,COREY AVE AT CENTER ST,7555.0,Outbound,40.406169,-79.866332,No,1A,1.0,59,Bus,No Shelter,Bus Stop
E15510,COREY AVE AT MARGARETTA ST,7542.0,Inbound,40.404747,-79.867738,No,1A,1.0,59,Bus,No Shelter,Bus Stop
E15520,COREY AVE AT MILLS AVE,7556.0,Outbound,40.405146,-79.86741,No,1A,1.0,59,Bus,No Shelter,Bus Stop
N13955,CORNELL AVE AT OAKRIDGE RD,1306.0,Inbound,40.510726,-80.04558,No,1,1.0,13,Bus,No Shelter,Bus Stop
N14295,CORNELL AVE AT SPRUCE VALLEY DR,19753.0,Outbound,40.510953,-80.045352,No,1,1.0,13,Bus,No Shelter,Bus Stop
N13805,CORNELL AVE AT WILLIAM ST,19754.0,Outbound,40.513488,-80.045469,No,1,1.0,13,Bus,No Shelter,Bus Stop
N15696,CORPORATE DR AT #5700,127.0,Inbound,40.563509,-80.022028,No,2,1.0,12,Bus,No Shelter,Bus Stop
N15698,CORPORATE DR OPP #5700,256.0,Outbound,40.563451,-80.022358,No,2,1.0,12,Bus,No Shelter,Bus Stop
W05670,CRABAPPLE DR AT #4023,3708.0,Both,40.468479,-80.112253,No,1,1.0,24,Bus,No Shelter,Bus Stop
W05630,CRABAPPLE DR AT PITCHFORK LN,16658.0,Both,40.466963,-80.110455,No,1,1.0,24,Bus,No Shelter,Bus Stop
E15585,CRAFT AVE AT FORBES AVE,8027.0,Outbound,40.436972,-79.962841,No,1,1.0,93,Bus,No Shelter,Bus Stop
E70837,CRAFT AVE AT HAMLET PL FS,20865.0,Inbound,40.436235,-79.962192,No,1,2.0,"58, 93",Bus,No Shelter,Bus Stop
W70014,CRAFTON INGRAM SC AT BANK (CITIZENS),16637.0,Both,40.440353,-80.070023,No,1,2.0,"26, 27",Bus,No Shelter,Bus Stop
W07585,CRAFTON INGRAM SC AT GIANT EAGLE,3714.0,Both,40.440751,-80.072051,No,1,2.0,"26, 27",Bus,No Shelter,Bus Stop
W25655,CRAFTON INGRAM SC AT RITE-AID,3711.0,Both,40.441743,-80.070081,Yes,1,2.0,"26, 27",Bus,No Shelter,Bus Stop
W05915,CRAFTON-INGRAM SHOPPING CTR AT TERMINUS,16992.0,Both,40.441478,-80.068761,Yes,1,2.0,"26, 27",Bus,No Shelter,Bus Stop
